X,Sample.ID,Download.Source,TLD,Download.Speed,Ping.Time.To.Server,File.Size.Bytes,How.Many.Times.File.Seen,Executable.Code.Maybe.Present.in.Headers,Calls.To.Low.level.System.Libraries,Evidence.of.Code.Obfuscation,Threads.Started,Mean.Word.Length.of.Extracted.Strings,Similarity.Score,Actually.Malicious,Initial.Statistical.Analysis
29879,106401,Well Known Software Download Websites,.com,100KB/s to 1MB/s,65,14113852,235,NO,1604,YES,1,4.01,-1.103449,YES,Correctly Identified as Malware
29887,106430,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,200,6619781,779,NO,600,NO,1,5.46,2.084755,YES,Correctly Identified as Malware
29891,106450,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,130,5506715,541,NO,483,NO,1,5.17,1.095721,NO,Correctly Identified as Clean
29893,106465,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,132,5658845,647,NO,498,NO,1,5.07,0.8108542,NO,Correctly Identified as Clean
29895,106472,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,221,6912661,570,NO,632,NO,1,5.71,-2.541401,NO,Correctly Identified as Clean
29899,106484,Well Known Software Download Websites,.net,100KB/s to 1MB/s,361,7773673,597,YES,730,YES,1,5.06,-0.5047331,YES,Incorrectly Identified as Clean
29900,106485,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,406,14205604,518,NO,1619,NO,1,4.97,-1.221718,NO,Correctly Identified as Clean
29901,106491,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,483,1374468,648,NO,106,YES,1,5.67,-0.9987921,YES,Incorrectly Identified as Clean
29916,106520,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,167,6089870,534,YES,543,YES,1,4.73,-0.8210812,YES,Incorrectly Identified as Clean
29921,106534,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,96,5025896,616,NO,434,YES,1,5.35,0.274511,YES,Correctly Identified as Malware
29923,106539,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,169,17586094,565,NO,2218,YES,1,4.66,-0.1647023,NO,Incorrectly Identified as Malware
29925,106542,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,424,21245922,768,NO,2992,YES,1,3.45,-1.377549,NO,Correctly Identified as Clean
29930,106558,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,108,3690198,598,YES,306,YES,1,4.83,-0.8030452,YES,Correctly Identified as Malware
29932,106571,University Web Pages,.net,1MB/s to 10MB/s,37,17444707,585,NO,2191,YES,1,4.83,-0.5892637,YES,Correctly Identified as Malware
29933,106574,Well Known Software Download Websites,.com,1MB/s to 10MB/s,120,7577482,414,NO,707,YES,1,4.68,0.4903748,YES,Correctly Identified as Malware
29939,106590,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,131,878649,609,YES,67,YES,1,4.49,0.07901425,YES,Incorrectly Identified as Clean
29943,106608,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,513,12496478,616,NO,1353,YES,1,4.05,0.2787061,NO,Correctly Identified as Clean
29944,106615,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,377,6427049,532,NO,579,NO,1,4.57,-1.399762,YES,Correctly Identified as Malware
29947,106624,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,258,3498920,480,YES,289,YES,1,4.63,-0.7391102,YES,Correctly Identified as Malware
29954,106640,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,163,3814991,560,NO,318,NO,1,4.53,0.4788556,NO,Correctly Identified as Clean
29957,106644,Well Known Software Download Websites,.net,100KB/s to 1MB/s,144,16726490,482,NO,2056,YES,1,6,-2.00573,YES,Correctly Identified as Malware
29960,106647,Well Known Software Download Websites,.gov,1MB/s to 10MB/s,457,5618057,403,YES,494,YES,1,4.76,-0.08154623,YES,Correctly Identified as Malware
29963,106652,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,424,4038706,397,YES,339,NO,1,4.54,-1.428072,YES,Incorrectly Identified as Clean
29969,106675,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,278,5002530,551,YES,432,NO,1,5.36,-0.960357,NO,Correctly Identified as Clean
29982,106739,University Web Pages,.net,100KB/s to 1MB/s,184,3505240,602,NO,289,YES,1,5.25,-0.03616923,YES,Correctly Identified as Malware
29986,106767,Well Known Software Download Websites,.edu,1MB/s to 10MB/s,46,15059100,319,NO,1761,YES,1,5.07,2.129874,YES,Correctly Identified as Malware
29987,106768,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,258,10296754,582,YES,1043,YES,1,4.36,-0.8006594,NO,Correctly Identified as Clean
29991,106793,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,173,183046,656,YES,13,NO,1,5.87,0.910054,YES,Incorrectly Identified as Clean
29995,106801,Well Known Software Download Websites,.com,1MB/s to 10MB/s,229,5203083,576,YES,452,YES,1,4.84,0.3716377,NO,Correctly Identified as Clean
29997,106804,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,244,446319,304,NO,33,YES,1,4.45,0.1442933,YES,Incorrectly Identified as Clean
29999,106811,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,466,4442649,638,YES,377,NO,1,5.28,-1.498904,NO,Correctly Identified as Clean
30005,106835,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,68,10592145,517,YES,1083,NO,1,5.18,-2.231926,NO,Incorrectly Identified as Malware
30006,106837,University Web Pages,.gov,100KB/s to 1MB/s,283,569490,554,YES,43,NO,1,4.83,0.6227263,NO,Correctly Identified as Clean
30009,106842,Well Known Software Download Websites,.com,100KB/s to 1MB/s,317,12954652,540,NO,1422,YES,1,4.55,0.7487979,NO,Correctly Identified as Clean
30014,106868,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,180,10335680,575,YES,1048,YES,1,4.82,0.2294843,NO,Incorrectly Identified as Malware
30019,106901,Well Known Software Download Websites,.net,100KB/s to 1MB/s,149,19297933,379,YES,2563,NO,1,3.94,2.131428,YES,Correctly Identified as Malware
30025,106923,Well Known Software Download Websites,.com,100KB/s to 1MB/s,866,749556,574,NO,57,YES,1,4.63,1.139509,NO,Correctly Identified as Clean
30027,106928,Well Known Software Download Websites,.com,1MB/s to 10MB/s,567,917044,634,NO,70,NO,1,5.21,-0.3551311,NO,Incorrectly Identified as Malware
30030,106935,Well Known Software Download Websites,.com,100KB/s to 1MB/s,392,13376561,669,NO,1487,NO,1,5.31,0.8441417,YES,Incorrectly Identified as Clean
30034,106944,Well Known Software Download Websites,.com,100KB/s to 1MB/s,280,13884882,712,NO,1567,NO,1,5.4,0.579272,YES,Incorrectly Identified as Clean
30035,106946,Well Known Software Download Websites,.net,100KB/s to 1MB/s,427,19276669,531,YES,2559,NO,1,5.54,-0.1783501,NO,Incorrectly Identified as Malware
30037,106965,Well Known Software Download Websites,.com,100KB/s to 1MB/s,45,412204,625,NO,31,YES,1,4.82,-0.7218013,NO,Incorrectly Identified as Malware
30038,106974,Well Known Software Download Websites,.com,100KB/s to 1MB/s,196,6204716,658,NO,556,NO,1,5.46,0.3689669,NO,Correctly Identified as Clean
30039,106978,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,57,8583256,489,NO,826,YES,1,5.02,-0.2285069,YES,Correctly Identified as Malware
30041,106990,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,62,1401978,577,NO,108,YES,1,4.54,-0.3438086,NO,Correctly Identified as Clean
30052,107024,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,216,7206469,623,YES,665,YES,1,4.45,-0.1685216,NO,Correctly Identified as Clean
30053,107026,Well Known Software Download Websites,.net.au,100KB/s to 1MB/s,107,46926,590,YES,3,YES,1,5.63,0.3421663,YES,Incorrectly Identified as Clean
30054,107027,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,122,20918811,659,NO,2917,YES,1,4.73,-0.5160795,NO,Correctly Identified as Clean
30062,107055,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,582,18071880,622,YES,2313,YES,1,4.26,1.693442,NO,Correctly Identified as Clean
30063,107059,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,175,2180560,692,NO,173,NO,1,5.04,0.3101014,NO,Correctly Identified as Clean
30073,107084,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,40,10799485,731,NO,1111,YES,1,4.95,0.8493586,YES,Correctly Identified as Malware
30079,107115,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,72,27697221,802,NO,4735,YES,1,5.28,0.3086977,YES,Correctly Identified as Malware
30082,107129,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,119,4474382,580,NO,380,YES,1,4.82,0.5716079,YES,Incorrectly Identified as Clean
30093,107156,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,138,2494957,615,YES,200,YES,1,5.37,-0.3585485,YES,Correctly Identified as Malware
30094,107157,Linked Directly to Google Search Result,.org,100KB/s to 1MB/s,598,3431573,606,YES,283,YES,1,5.22,-1.930406,YES,Incorrectly Identified as Clean
30098,107165,Well Known Software Download Websites,.com,100KB/s to 1MB/s,493,10304273,708,NO,1044,NO,1,5.56,-1.242836,YES,Correctly Identified as Malware
30111,107221,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,55,6363811,587,NO,573,YES,1,5.34,-0.2417722,NO,Correctly Identified as Clean
30117,107238,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,38,5360132,716,NO,468,YES,1,3.94,1.46132,NO,Correctly Identified as Clean
30119,107244,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,144,5977145,518,NO,532,YES,1,5.01,-0.8129861,YES,Correctly Identified as Malware
30123,107255,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,227,10986861,621,NO,1136,YES,1,4.59,0.286502,NO,Correctly Identified as Clean
30126,107265,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,357,188777,585,YES,14,NO,1,4.86,-1.383822,NO,Correctly Identified as Clean
30131,107287,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,229,13496841,616,YES,1506,NO,1,5.2,-1.278079,NO,Correctly Identified as Clean
30133,107298,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,83,9155637,682,NO,896,YES,1,3.99,2.369912,NO,Correctly Identified as Clean
30136,107305,Well Known Software Download Websites,.net,100KB/s to 1MB/s,579,21932577,670,NO,3153,NO,1,5.11,0.5727131,NO,Correctly Identified as Clean
30137,107307,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,100,12537527,614,NO,1359,NO,1,4.83,-2.589364,NO,Correctly Identified as Clean
30139,107313,Well Known Software Download Websites,.net,1MB/s to 10MB/s,232,21565784,552,NO,3066,NO,1,3.85,0.1145885,NO,Correctly Identified as Clean
30141,107320,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,186,3170937,563,YES,259,YES,1,5.33,1.612688,YES,Incorrectly Identified as Clean
30142,107321,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,192,11862326,546,NO,1260,YES,1,5.46,-0.2616937,YES,Incorrectly Identified as Clean
30152,107358,Well Known Software Download Websites,.com,1MB/s to 10MB/s,354,16268302,423,NO,1973,NO,1,4.21,0.5494556,YES,Correctly Identified as Malware
30155,107380,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,160,11182130,613,NO,1163,YES,1,4.77,-1.69282,NO,Correctly Identified as Clean
30156,107381,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,490,1919307,669,NO,151,YES,1,4.24,-1.286892,NO,Incorrectly Identified as Malware
30159,107390,Well Known Software Download Websites,.com,1MB/s to 10MB/s,286,12395812,574,NO,1338,YES,1,4.71,0.8975554,YES,Correctly Identified as Malware
30161,107396,Git Repository,.net,100KB/s to 1MB/s,535,20573494,571,YES,2839,NO,1,5.47,-1.08717,YES,Correctly Identified as Malware
30162,107397,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,368,16612660,607,YES,2035,YES,1,4.34,-0.05552625,YES,Correctly Identified as Malware
30166,107416,Well Known Software Download Websites,.com,100KB/s to 1MB/s,231,19847379,482,YES,2680,NO,1,5.85,0.7884478,NO,Correctly Identified as Clean
30168,107422,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,314,16225919,761,YES,1965,NO,1,5.08,-0.5053721,YES,Correctly Identified as Malware
30171,107435,Well Known Software Download Websites,.net,100KB/s to 1MB/s,95,5783213,568,NO,511,YES,1,4.24,0.03638146,NO,Correctly Identified as Clean
30179,107476,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,53,9943937,570,NO,997,NO,1,4.94,-0.1750195,NO,Correctly Identified as Clean
30180,107483,Well Known Software Download Websites,.net,100KB/s to 1MB/s,638,9382665,521,YES,925,NO,1,5.34,-1.292418,NO,Correctly Identified as Clean
30188,107520,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,319,19005357,442,NO,2502,YES,1,5.38,-0.2609174,YES,Incorrectly Identified as Clean
30189,107525,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,81,5532366,458,YES,485,YES,1,4.31,0.7292169,YES,Correctly Identified as Malware
30193,107534,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,296,17206063,482,YES,2146,NO,1,4.98,1.729741,NO,Incorrectly Identified as Malware
30196,107556,University Web Pages,.net,1MB/s to 10MB/s,433,7241769,618,NO,669,YES,1,4.86,-0.2853347,NO,Correctly Identified as Clean
30199,107562,Well Known Software Download Websites,.net,100KB/s to 1MB/s,548,249251,568,YES,18,YES,1,5.27,-0.4612303,YES,Correctly Identified as Malware
30200,107563,University Web Pages,.net,100KB/s to 1MB/s,238,24400875,762,YES,3778,YES,1,4.15,-0.508118,NO,Correctly Identified as Clean
30217,107612,Well Known Software Download Websites,.com,100KB/s to 1MB/s,158,22561533,713,YES,3305,YES,1,4.19,-0.2470938,NO,Correctly Identified as Clean
30219,107622,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,189,1173830,552,NO,90,NO,1,4.95,0.7249728,NO,Correctly Identified as Clean
30220,107624,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,174,13167853,492,NO,1454,YES,1,5.34,0.994312,NO,Correctly Identified as Clean
30221,107625,Linked Directly to Google Search Result,.com,Greater than 10MB/s,599,12673858,622,YES,1379,YES,1,3.78,1.055526,NO,Correctly Identified as Clean
30223,107632,Git Repository,.com,100KB/s to 1MB/s,73,1972187,641,YES,155,YES,1,5.28,0.01542907,YES,Incorrectly Identified as Clean
30224,107633,Well Known Software Download Websites,.com,100KB/s to 1MB/s,622,4839351,583,YES,416,YES,1,4.51,-0.1044059,NO,Correctly Identified as Clean
30225,107634,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,490,7317648,351,YES,678,YES,1,4.98,1.511681,YES,Incorrectly Identified as Clean
30228,107642,Well Known Software Download Websites,.com,100KB/s to 1MB/s,114,6146060,624,NO,549,YES,1,5.58,0.3675464,YES,Correctly Identified as Malware
30229,107643,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,150,6065239,622,YES,541,YES,1,3.87,-0.6479783,NO,Correctly Identified as Clean
30230,107652,Well Known Software Download Websites,.com,100KB/s to 1MB/s,197,11194300,582,YES,1165,NO,1,4.99,-1.431903,NO,Correctly Identified as Clean
30237,107701,Linked Directly to Google Search Result,.edu,1MB/s to 10MB/s,254,4969784,455,NO,429,YES,1,4.74,-1.175747,YES,Incorrectly Identified as Clean
30239,107703,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,389,16626808,802,NO,2038,NO,1,5.2,-0.3590756,YES,Incorrectly Identified as Clean
30240,107713,University Web Pages,.net,100KB/s to 1MB/s,169,5666274,654,NO,499,YES,1,4.25,-1.120747,NO,Correctly Identified as Clean
30241,107719,Well Known Software Download Websites,.com,100KB/s to 1MB/s,258,837819,559,YES,63,NO,1,5.51,-0.4094053,NO,Correctly Identified as Clean
30257,107768,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,114,7678419,640,NO,719,YES,1,4.35,2.471644,NO,Correctly Identified as Clean
30258,107782,Wordpress Powered Web Site,.gov,100KB/s to 1MB/s,376,5978948,587,YES,532,YES,1,5.58,-0.6960043,YES,Correctly Identified as Malware
30259,107793,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,174,2109890,586,YES,167,YES,1,4.37,0.3268424,NO,Correctly Identified as Clean
30267,107823,Well Known Software Download Websites,.net,1MB/s to 10MB/s,229,750544,483,NO,57,YES,1,4.37,0.3568398,YES,Incorrectly Identified as Clean
30268,107825,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,65,8662484,484,NO,835,YES,1,4.21,1.042489,YES,Correctly Identified as Malware
30271,107830,Git Repository,.net,100KB/s to 1MB/s,357,12897303,560,NO,1413,NO,1,5.61,0.2775343,NO,Correctly Identified as Clean
30272,107831,Wordpress Powered Web Site,.gov,100KB/s to 1MB/s,79,341192,596,YES,25,YES,1,5.51,1.454805,YES,Correctly Identified as Malware
30278,107848,Well Known Software Download Websites,.net,100KB/s to 1MB/s,568,2682228,595,NO,216,YES,1,4.19,-0.01419924,NO,Correctly Identified as Clean
30279,107851,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,289,21840645,558,NO,3131,NO,1,5.12,-1.317929,NO,Incorrectly Identified as Malware
30280,107852,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,217,1786692,581,NO,140,NO,1,6,0.07185024,YES,Incorrectly Identified as Clean
30287,107864,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,205,58448,614,NO,4,YES,1,5.33,-0.4491397,YES,Correctly Identified as Malware
30288,107865,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,751,7891760,626,NO,744,NO,1,5.26,-0.3142873,NO,Incorrectly Identified as Malware
30289,107869,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,286,3837194,588,NO,320,YES,1,4.77,-2.177204,NO,Correctly Identified as Clean
30317,107977,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,371,446833,562,NO,33,NO,1,4.99,0.6068093,NO,Correctly Identified as Clean
30321,107988,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,404,3151654,585,YES,257,YES,1,5.46,1.887849,YES,Correctly Identified as Malware
30324,107995,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,466,18584388,626,NO,2416,NO,1,5.06,1.210806,NO,Incorrectly Identified as Malware
30329,108009,Well Known Software Download Websites,.net,1MB/s to 10MB/s,236,13960670,551,NO,1579,YES,1,5.14,1.169796,NO,Correctly Identified as Clean
30334,108017,Linked to Web Search Advertisment,.net,100KB/s to 1MB/s,316,21296112,577,NO,3003,NO,1,5.58,0.9056958,NO,Incorrectly Identified as Malware
30336,108029,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,309,10351363,636,NO,1050,YES,1,5.34,-1.614561,YES,Incorrectly Identified as Clean
30348,108056,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,231,9146189,582,YES,895,YES,1,4.88,0.928268,NO,Correctly Identified as Clean
30349,108071,University Web Pages,.net,1MB/s to 10MB/s,353,24583268,381,YES,3827,NO,1,4.32,1.304445,YES,Correctly Identified as Malware
30352,108078,Linked Directly to Google Search Result,.com,Greater than 10MB/s,297,32575,570,NO,2,YES,1,4.21,0.8439612,NO,Correctly Identified as Clean
30353,108079,Well Known Software Download Websites,.com,100KB/s to 1MB/s,270,44892954,211,NO,12866,NO,1,3.29,0.06752169,YES,Correctly Identified as Malware
30355,108083,University Web Pages,.net,100KB/s to 1MB/s,32,6931523,762,NO,635,NO,1,5.44,-0.4659735,YES,Incorrectly Identified as Clean
30356,108084,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,189,24319921,517,NO,3756,YES,1,5.13,-2.338476,YES,Incorrectly Identified as Clean
30360,108100,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,218,7115013,612,YES,655,YES,1,4.27,1.072859,NO,Correctly Identified as Clean
30371,108140,Linked Directly to Google Search Result,.org,1MB/s to 10MB/s,133,6549881,654,YES,593,NO,1,5.04,0.2500459,NO,Correctly Identified as Clean
